GID,DATE,VENDOR,STAGE,FEEDBACK_AREA,SOURCE,FEEDBACK_TYPE,CRITICALITY,ACTION_TAKEN_BY_VENDOR,instance,ID
BIO,2023-10-07,Beta Books,Printing,Index,External,Negative,Low,Pending,4,BIO2310074
BIO,2023-03-08,alpha press,Binding,Index,External,Negative,Medium,Addressed,2,BIO2303082
FIC,2024-06-02,Thomson Press,Typesetting,Front Cover,Internal,Negative,Medium,Accepted,1,FIC2406021
SCI,2023-05-18,alpha press,Printing,Body Text,External,Negative,Low,Addressed,1,SCI2305181
HIS,2023-05-29,Beta Books,Printing,Back Cover,External,Negative,Medium,Pending,2,HIS2305292
SCI,2024-01-05,Thomson Press,Typesetting,Front Cover,External,Negative,Medium,Addressed,3,SCI2401053
THR,2024-05-08,Gamma Publishing,Manuscript,Index,Internal,Negative,High,Addressed,4,THR2405084
ROM,2023-05-09,AlBe Publishing,Binding,Illustrations,External,Negative,High,Addressed,1,ROM2305091
HIS,2024-09-19,AlBe Publishing,Printing,Illustrations,External,Negative,Low,Rejected,2,HIS2409192
POE,2024-06-14,Delta Inc.,Manuscript,Reference Section,External,Negative,High,Addressed,2,POE2406142
THR,2024-09-07,AlBe Publishing,Proofreading,Index,Internal,Negative,High,Accepted,1,THR2409071
SCI,2024-05-21,Epsilon Ltd.,Manuscript,Illustrations,Internal,Negative,Low,Pending,1,SCI2405211
FIC,2024-03-15,Thomson Press,Manuscript,Index,Internal,Negative,Low,Rejected,2,FIC2403152
THR,2023-12-09,alpha press,Manuscript,Index,External,Negative,High,Revised,1,THR2312091
FIC,2023-11-17,Beta Books,Proofreading,Illustrations,External,Negative,Medium,Accepted,4,FIC2311174
BIO,2023-01-21,Beta books,Manuscript,Front Cover,External,Negative,Low,Rejected,1,BIO2301211
THR,2023-11-21,Gamma Publishing,Proofreading,Index,Internal,Negative,Medium,Rejected,4,THR2311214
ROM,2024-10-02,Thomson Press,Proofreading,Illustrations,Internal,Negative,High,Accepted,3,ROM2410023
SCI,2024-08-21,Alpha Press,Binding,Back Cover,Internal,Negative,Medium,Rejected,2,SCI2408212
COM,2024-09-08,Thomson Press,Manuscript,Front Cover,External,Negative,Low,Rejected,4,COM2409084
COM,2024-12-14,Thomson Press,Printing,Index,External,Negative,Low,Rejected,2,COM2412142
POE,2023-12-21,Delta Inc.,Manuscript,Back Cover,External,Negative,High,Addressed,1,POE2312211
ROM,2024-12-04,Alpha Press,Binding,Front Cover,External,Negative,High,Revised,2,ROM2412042
FIC,2024-10-10,Gamma Publishing,Typesetting,Index,External,Negative,Low,Revised,3,FIC2410103
BIO,2024-01-04,Delta Inc.,Manuscript,Front Cover,Internal,Negative,Low,Accepted,3,BIO2401043
SCI,2023-03-10,Delta Inc.,Binding,Reference Section,External,Negative,Medium,Addressed,3,SCI2303103
FIC,2024-06-18,alpha press,Typesetting,Index,External,Negative,High,Revised,2,FIC2406182
SCI,2024-02-23,Delta Inc.,Typesetting,Illustrations,Internal,Negative,Medium,Accepted,2,SCI2402232
ROM,2023-02-18,Gamma Publishing,Proofreading,Index,Internal,Negative,Low,Revised,4,ROM2302184
FIC,2024-08-19,Alpha Press,Printing,front cover,External,Negative,Low,Accepted,1,FIC2408191
ROM,2023-05-02,Thomson Press,Manuscript,Reference Section,Internal,Negative,Low,Accepted,4,ROM2305024
HIS,2023-05-05,Gamma Publishing,Manuscript,Index,Internal,Negative,Low,Rejected,3,HIS2305053
FIC,2024-05-30,alpha press,Printing,Reference Section,External,Negative,Low,Pending,1,FIC2405301
FIC,2023-11-04,Beta books,Typesetting,Illustrations,External,Negative,Low,Rejected,2,FIC2311042
BIO,2024-11-10,Beta Books,Proofreading,Reference Section,External,Negative,Low,Rejected,2,BIO2411102
FIC,2024-05-20,Thomson Press,Manuscript,Front Cover,Internal,Negative,Medium,,5,FIC2405205
HIS,2024-09-10,Beta Books,proof reading,Back Cover,Internal,Negative,Medium,Accepted,3,HIS2409103
HIS,2024-11-24,Alpha Press,Manuscript,Front Cover,Internal,Negative,Medium,Revised,3,HIS2411243
HIS,2023-11-23,Beta Books,Proofreading,Body Text,Internal,Negative,Medium,Revised,3,HIS2311233
COM,2024-09-28,AlBe Publishing,Typesetting,Back Cover,Internal,Negative,High,Pending,4,COM2409284
POE,2023-12-10,Beta books,Binding,Body Text,Internal,Negative,Low,Pending,1,POE2312101
SCI,2024-04-04,Beta books,Proofreading,Reference Section,External,Negative,High,Rejected,4,SCI2404044
SCI,2024-06-24,Epsilon Ltd.,Typesetting,Illustrations,External,Negative,Low,Pending,3,SCI2406243
ROM,2023-10-12,Gamma Publishing,Typesetting,Front Cover,External,Negative,Medium,Rejected,1,ROM2310121
SCI,2023-02-18,Beta Books,Printing,Back Cover,Internal,Negative,Medium,,5,SCI2302185
THR,2023-06-27,Epsilon Ltd.,Typesetting,Back Cover,External,Negative,High,Rejected,5,THR2306275
COM,2023-11-16,Delta Inc.,Manuscript,Reference Section,Internal,Negative,Low,Addressed,4,COM2311164
ROM,2024-10-20,Epsilon Ltd.,proof reading,Back Cover,Internal,Negative,Low,,1,ROM2410201
BIO,2024-07-05,Beta Books,Binding,Back Cover,Internal,Negative,Low,Revised,1,BIO2407051
SCI,2024-09-26,AlBe Publishing,Proofreading,Reference Section,Internal,Negative,Medium,Accepted,5,SCI2409265
HIS,2024-10-04,Gamma Publishing,Typesetting,Body Text,External,Negative,Low,Addressed,1,HIS2410041
COM,2024-12-20,Delta Inc.,Printing,Body Text,External,Negative,Medium,Addressed,3,COM2412203
POE,2023-08-23,Epsilon Ltd.,Typesetting,Reference Section,Internal,Negative,Low,Addressed,2,POE2308232
POE,2023-02-19,Thomson Press,Printing,Index,Internal,Negative,High,Addressed,3,POE2302193
FIC,2024-08-08,alpha press,Printing,Illustrations,External,Negative,Low,Addressed,4,FIC2408084
COM,2024-06-18,alpha press,Typesetting,Front Cover,Internal,Negative,Low,,3,COM2406183
ROM,2023-03-26,Epsilon Ltd.,Printing,Reference Section,External,Negative,High,Revised,4,ROM2303264
HIS,2023-02-18,Alpha Press,Proofreading,front cover,Internal,Negative,High,Addressed,6,HIS2302186
SCI,2024-09-12,Beta books,Binding,Front Cover,External,Negative,Low,Rejected,3,SCI2409123
HIS,2023-03-12,AlBe Publishing,Printing,Front Cover,Internal,Negative,High,Accepted,4,HIS2303124
ROM,2024-09-03,Beta Books,Printing,Index,Internal,Negative,Medium,Rejected,3,ROM2409033
BIO,2024-12-27,Delta Inc.,Printing,Back Cover,Internal,Negative,Low,Addressed,1,BIO2412271
BIO,2023-06-08,Delta Inc.,Binding,Reference Section,Internal,Negative,Medium,Rejected,4,BIO2306084
COM,2024-01-06,Epsilon Ltd.,Manuscript,Back Cover,External,Negative,Medium,Addressed,1,COM2401061
THR,2024-06-15,Beta books,Manuscript,Illustrations,Internal,Negative,High,Rejected,1,THR2406151
ROM,2023-05-05,Epsilon Ltd.,Proofreading,Front Cover,Internal,Negative,High,Rejected,4,ROM2305054
BIO,2023-11-14,Epsilon Ltd.,Proofreading,Index,Internal,Negative,High,Accepted,1,BIO2311141
HIS,2023-02-09,Delta Inc.,Binding,Front Cover,External,Negative,Low,Accepted,4,HIS2302094
ROM,2023-12-20,Epsilon Ltd.,Typesetting,Front Cover,External,Negative,Medium,Rejected,3,ROM2312203
HIS,2023-08-22,AlBe Publishing,Printing,Index,Internal,Negative,Medium,Accepted,2,HIS2308222
BIO,2023-10-23,Epsilon Ltd.,Binding,Body Text,Internal,Negative,Low,Revised,3,BIO2310233
THR,2024-03-02,Alpha Press,Binding,Front Cover,External,Negative,Low,Pending,1,THR2403021
HIS,2023-11-02,Delta Inc.,Typesetting,Body Text,External,Negative,Medium,Addressed,3,HIS2311023
HIS,2024-08-25,AlBe Publishing,Printing,Body Text,Internal,Positive,Medium,Addressed,3,HIS2408253
SCI,2023-01-22,Delta Inc.,Printing,front cover,External,Negative,High,Pending,2,SCI2301222
ROM,2023-07-03,Beta books,Binding,Index,Internal,Negative,Low,Rejected,3,ROM2307033
POE,2024-02-14,Alpha Press,Proofreading,Body Text,External,Negative,High,Addressed,1,POE2402141
BIO,2023-04-28,Gamma Publishing,Typesetting,Back Cover,External,Negative,Medium,Rejected,3,BIO2304283
ROM,2023-12-22,Beta books,Printing,Reference Section,Internal,Negative,Medium,Accepted,3,ROM2312223
BIO,2023-11-12,Thomson Press,Binding,Index,External,Negative,High,Addressed,1,BIO2311121
ROM,2023-06-03,Thomson Press,Manuscript,Index,External,Negative,Low,Pending,2,ROM2306032
THR,2024-04-30,Epsilon Ltd.,Typesetting,Index,External,Negative,Low,Revised,4,THR2404304
THR,2023-01-19,Epsilon Ltd.,Proofreading,Reference Section,External,Negative,High,Pending,1,THR2301191
HIS,2024-07-02,Alpha Press,Typesetting,Front Cover,Internal,Negative,High,Rejected,3,HIS2407023
THR,2023-08-05,alpha press,Binding,Illustrations,External,Negative,Medium,Rejected,4,THR2308054
COM,2024-10-27,Thomson Press,Manuscript,Reference Section,External,Negative,Medium,Addressed,1,COM2410271
SCI,2024-07-14,Thomson Press,Printing,Body Text,Internal,Negative,Low,Revised,4,SCI2407144
COM,2023-12-08,Beta books,Manuscript,Front Cover,External,Negative,Medium,Accepted,2,COM2312082
SCI,2024-10-12,Beta Books,Manuscript,Illustrations,Internal,Negative,Low,Pending,2,SCI2410122
COM,2024-09-07,Gamma Publishing,Manuscript,Illustrations,External,Negative,High,,2,COM2409072
HIS,2024-08-19,alpha press,Binding,Reference Section,Internal,Negative,Low,Accepted,3,HIS2408193
SCI,2024-01-16,alpha press,Printing,Reference Section,Internal,Negative,High,Addressed,1,SCI2401161
ROM,2024-07-24,Thomson Press,Manuscript,Back Cover,External,Negative,Low,,2,ROM2407242
THR,2024-01-02,Gamma Publishing,Manuscript,Body Text,External,Negative,Low,Addressed,1,THR2401021
FIC,2023-03-20,Beta books,Proofreading,Body Text,External,Negative,High,Revised,1,FIC2303201
ROM,2024-05-04,AlBe Publishing,Manuscript,Back Cover,Internal,Negative,Medium,Rejected,6,ROM2405046
BIO,2024-08-11,Alpha Press,Proofreading,Front Cover,Internal,Negative,High,Rejected,5,BIO2408115
COM,2023-07-31,Gamma Publishing,Proofreading,Body Text,External,Negative,High,Pending,1,COM2307311
THR,2024-05-04,Gamma Publishing,Printing,Illustrations,Internal,Negative,Low,,7,THR2405047
FIC,2024-10-17,Epsilon Ltd.,Typesetting,Body Text,Internal,Negative,Medium,Revised,1,FIC2410171
BIO,2023-12-02,AlBe Publishing,Printing,Body Text,Internal,Negative,High,Revised,3,BIO2312023
COM,2023-11-09,Epsilon Ltd.,Typesetting,Index,Internal,Negative,Medium,Addressed,2,COM2311092
COM,2024-05-04,AlBe Publishing,Binding,front cover,Internal,Negative,High,Addressed,8,COM2405048
POE,2020-01-01,Delta Inc.,Printing,Back Cover,External,Negative,Medium,Addressed,5,POE2411125
HIS,2023-12-01,Beta Books,Manuscript,Index,External,Negative,Medium,Pending,2,HIS2312012
POE,2023-12-08,Beta books,Manuscript,Back Cover,External,Negative,High,Accepted,3,POE2312083
HIS,2023-12-12,Gamma Publishing,Proofreading,Body Text,Internal,Negative,Medium,Addressed,3,HIS2312123
FIC,2023-10-16,Delta Inc.,Proofreading,Back Cover,External,Negative,High,Rejected,2,FIC2310162
BIO,2024-03-26,Beta Books,Manuscript,Index,External,Negative,Low,Revised,3,BIO2403263
SCI,2023-02-04,Delta Inc.,proof reading,Front Cover,External,Negative,High,Revised,5,SCI2302045
POE,2024-05-09,Delta Inc.,Typesetting,Index,Internal,Negative,High,Pending,2,POE2405092
HIS,2024-07-15,alpha press,Binding,Illustrations,External,Negative,Low,Accepted,1,HIS2407151
COM,2023-07-10,Thomson Press,Proofreading,Front Cover,External,Negative,Low,Accepted,1,COM2307101
FIC,2024-10-30,AlBe Publishing,Binding,Reference Section,External,Negative,Low,Addressed,2,FIC2410302
THR,2024-11-02,AlBe Publishing,Printing,Reference Section,External,Negative,High,Rejected,4,THR2411024
SCI,2023-07-01,AlBe Publishing,Proofreading,Illustrations,Internal,Negative,Medium,Revised,3,SCI2307013
BIO,2024-07-06,Beta books,Manuscript,Body Text,Internal,Negative,Medium,Addressed,1,BIO2407061
HIS,2024-11-11,alpha press,Binding,Reference Section,External,Negative,Medium,Revised,2,HIS2411112
FIC,2023-08-20,Alpha Press,Proofreading,Index,Internal,Negative,High,Rejected,3,FIC2308203
COM,2023-11-14,Gamma Publishing,Binding,Illustrations,Internal,Negative,Medium,Accepted,3,COM2311143
ROM,2024-02-25,alpha press,Proofreading,Back Cover,External,Negative,Low,Pending,1,ROM2402251
ROM,2023-08-13,Epsilon Ltd.,Proofreading,Body Text,Internal,Negative,Low,Addressed,1,ROM2308131
COM,2023-08-25,alpha press,Binding,Front Cover,External,Negative,Low,Revised,2,COM2308252
COM,2023-10-02,Alpha Press,Binding,Front Cover,Internal,Negative,Medium,Revised,2,COM2310022
BIO,2024-06-10,Beta books,Proofreading,Illustrations,External,Negative,Low,Addressed,1,BIO2406101
COM,2023-03-08,Epsilon Ltd.,Proofreading,Front Cover,Internal,Negative,Low,Addressed,3,COM2303083
THR,2023-02-12,Beta Books,Typesetting,Illustrations,Internal,Negative,Low,Accepted,1,THR2302121
FIC,2024-09-03,Delta Inc.,Binding,Illustrations,Internal,Negative,Medium,Accepted,4,FIC2409034
BIO,2023-10-17,Alpha Press,Binding,Back Cover,External,Negative,Low,Rejected,1,BIO2310171
THR,2024-02-11,Alpha Press,Proofreading,Index,Internal,Negative,High,Accepted,3,THR2402113
FIC,2024-01-05,Gamma Publishing,Binding,Index,External,Negative,Low,Pending,4,FIC2401054
BIO,2023-10-12,AlBe Publishing,Binding,Reference Section,Internal,Negative,High,Revised,3,BIO2310123
SCI,2023-03-13,Beta books,Typesetting,Reference Section,Internal,Negative,High,Rejected,2,SCI2303132
ROM,2023-01-02,Epsilon Ltd.,Proofreading,front cover,External,Negative,High,Rejected,4,ROM2301024
POE,2024-12-18,Beta books,Typesetting,Front Cover,External,Negative,Low,Addressed,2,POE2412182
POE,2023-11-02,alpha press,Binding,Back Cover,External,Negative,High,Accepted,4,POE2311024
SCI,2023-01-13,Thomson Press,Proofreading,Reference Section,Internal,Negative,Low,Pending,3,SCI2301133
BIO,2023-05-18,alpha press,Proofreading,Back Cover,External,Negative,High,Accepted,4,BIO2305184
COM,2023-06-23,Beta Books,Printing,Index,Internal,Negative,Medium,Rejected,1,COM2306231
POE,2024-12-29,Delta Inc.,Manuscript,Reference Section,External,Negative,High,Accepted,2,POE2412292
SCI,2024-06-15,AlBe Publishing,Typesetting,Index,External,Negative,High,Rejected,2,SCI2406152
THR,2024-03-26,AlBe Publishing,Binding,Index,External,Negative,Low,Addressed,4,THR2403264
SCI,2024-09-12,Epsilon Ltd.,Typesetting,Back Cover,External,Negative,Low,Revised,4,SCI2409124
ROM,2024-06-25,Beta Books,Manuscript,Index,Internal,Negative,High,Pending,3,ROM2406253
ROM,2024-01-20,alpha press,Typesetting,Index,External,Negative,High,Revised,3,ROM2401203
POE,2023-11-15,Thomson Press,Printing,Illustrations,External,Negative,Medium,Rejected,2,POE2311152
ROM,2024-12-04,Alpha Press,Typesetting,Reference Section,Internal,Negative,High,Accepted,3,ROM2412043
ROM,2023-07-27,Thomson Press,Proofreading,Reference Section,Internal,Negative,Low,Pending,1,ROM2307271
HIS,2023-05-02,Thomson Press,Proofreading,Reference Section,External,Negative,High,Revised,5,HIS2305025
COM,2024-10-27,Beta Books,Printing,Front Cover,Internal,Negative,Medium,Accepted,2,COM2410272
COM,2024-06-03,AlBe Publishing,Proofreading,Illustrations,Internal,Negative,High,Accepted,3,COM2406033
FIC,2023-07-10,Thomson Press,Manuscript,Body Text,External,Negative,Medium,Accepted,2,FIC2307102
COM,2024-07-14,Thomson Press,Manuscript,Front Cover,External,Negative,High,Revised,5,COM2407145
HIS,2024-02-22,Beta Books,Proofreading,Index,Internal,Negative,Low,Rejected,5,HIS2402225
HIS,2023-05-19,alpha press,Typesetting,Front Cover,External,Negative,High,Pending,4,HIS2305194
POE,2023-08-20,Gamma Publishing,Printing,Body Text,External,Negative,Low,Rejected,4,POE2308204
BIO,2024-01-19,AlBe Publishing,Proofreading,Illustrations,Internal,Negative,Medium,Rejected,3,BIO2401193
COM,2024-08-30,Beta Books,Proofreading,Index,Internal,Negative,Medium,Rejected,3,COM2408303
COM,2024-10-05,alpha press,Typesetting,Index,External,Negative,High,Addressed,3,COM2410053
SCI,2024-09-21,alpha press,Proofreading,Body Text,External,Negative,Low,,2,SCI2409212
THR,2023-11-30,Alpha Press,Proofreading,Index,Internal,Negative,Low,Pending,2,THR2311302
BIO,2023-11-24,Thomson Press,Manuscript,Body Text,Internal,Negative,Low,Rejected,2,BIO2311242
HIS,2024-09-07,Beta Books,Typesetting,Index,External,Negative,Low,Revised,3,HIS2409073
SCI,2023-06-22,Beta books,Typesetting,Back Cover,Internal,Negative,High,Pending,2,SCI2306222
POE,2024-11-15,Gamma Publishing,Typesetting,Back Cover,Internal,Negative,High,Rejected,1,POE2411151
THR,2023-11-10,AlBe Publishing,Manuscript,Front Cover,Internal,Negative,Medium,Pending,3,THR2311103
HIS,2024-02-14,Epsilon Ltd.,Printing,Body Text,External,Negative,High,Accepted,2,HIS2402142
FIC,2023-01-03,Thomson Press,Manuscript,Index,Internal,Negative,Medium,Accepted,3,FIC2301033
SCI,2023-05-29,Gamma Publishing,Manuscript,Index,Internal,Negative,High,Addressed,3,SCI2305293
HIS,2024-04-22,alpha press,Printing,Reference Section,Internal,Negative,Low,Accepted,1,HIS2404221
COM,2023-09-20,Epsilon Ltd.,Binding,Index,Internal,Negative,High,Accepted,3,COM2309203
ROM,2024-03-22,Beta books,Binding,Back Cover,External,Negative,High,Pending,4,ROM2403224
HIS,2024-11-11,alpha press,Manuscript,Body Text,Internal,Negative,Medium,Revised,3,HIS2411113
COM,2023-04-28,Beta Books,Printing,Index,External,Negative,Low,Accepted,4,COM2304284
ROM,2023-05-24,Thomson Press,Typesetting,Illustrations,Internal,Negative,Medium,Pending,3,ROM2305243
HIS,2023-02-11,Gamma Publishing,Manuscript,Front Cover,External,Negative,High,Accepted,4,HIS2302114
HIS,2024-06-11,Beta books,Proofreading,Back Cover,Internal,Negative,Low,Revised,2,HIS2406112
COM,2024-01-04,Beta books,Printing,Front Cover,External,Negative,Medium,Addressed,4,COM2401044
SCI,2023-06-18,alpha press,Binding,Front Cover,Internal,Negative,High,Addressed,3,SCI2306183
POE,2023-01-23,Gamma Publishing,Proofreading,Illustrations,External,Negative,Medium,Revised,2,POE2301232
THR,2024-04-02,AlBe Publishing,Proofreading,Reference Section,External,Negative,Low,Rejected,2,THR2404022
SCI,2023-07-14,Epsilon Ltd.,Printing,Front Cover,Internal,Negative,Medium,Addressed,2,SCI2307142
SCI,2024-06-08,Delta Inc.,Printing,Index,External,Negative,High,,2,SCI2406082
THR,2023-01-19,AlBe Publishing,Proofreading,Illustrations,Internal,Negative,High,Revised,3,THR2301193
SCI,2023-01-09,Alpha Press,Proofreading,Body Text,Internal,Negative,Low,Addressed,3,SCI2301093
ROM,2023-10-12,Delta Inc.,Printing,Back Cover,External,Negative,High,Addressed,4,ROM2310124
ROM,2024-10-02,Epsilon Ltd.,Printing,Reference Section,External,Negative,High,Addressed,4,ROM2410024
SCI,2024-01-06,Beta books,Proofreading,Back Cover,Internal,Negative,High,Pending,2,SCI2401062
THR,2023-09-17,Gamma Publishing,Proofreading,Front Cover,Internal,Negative,Medium,Revised,4,THR2309174
BIO,2024-05-18,Delta Inc.,Proofreading,Front Cover,External,Negative,Low,Rejected,1,BIO2405181
COM,2023-10-23,alpha press,Typesetting,Reference Section,External,Negative,Medium,Addressed,4,COM2310234
THR,2024-07-30,Epsilon Ltd.,Proofreading,Front Cover,Internal,Negative,High,Pending,1,THR2407301
FIC,2024-03-26,Beta books,Typesetting,Reference Section,External,Negative,High,Addressed,5,FIC2403265
HIS,2024-11-05,Beta books,Typesetting,Back Cover,Internal,Negative,High,Rejected,1,HIS2411051
SCI,2023-10-01,Alpha Press,Proofreading,Reference Section,Internal,Negative,High,Rejected,1,SCI2310011
THR,2024-09-19,Alpha Press,Typesetting,Illustrations,External,Negative,High,Addressed,3,THR2409193
SCI,2023-02-01,Beta Books,Printing,Back Cover,External,Negative,High,Revised,2,SCI2302012
ROM,2024-02-14,alpha press,Binding,front cover,External,Negative,High,Addressed,3,ROM2402143
POE,2023-05-09,Beta Books,Proofreading,Illustrations,External,Negative,Low,Accepted,2,POE2305092
POE,2023-04-06,alpha press,Typesetting,Body Text,External,Negative,Low,Accepted,1,POE2304061
FIC,2024-01-23,alpha press,Printing,Index,External,Negative,Low,Addressed,2,FIC2401232
SCI,2024-06-05,AlBe Publishing,Printing,Index,Internal,Negative,High,Accepted,2,SCI2406052
BIO,2024-12-13,Alpha Press,Manuscript,Back Cover,Internal,Negative,Low,Rejected,2,BIO2412132
POE,2023-01-07,Gamma Publishing,Manuscript,Back Cover,External,Negative,High,Addressed,2,POE2301072
THR,2024-02-16,Epsilon Ltd.,Binding,Body Text,Internal,Negative,Low,Rejected,1,THR2402161
POE,2024-04-20,Beta books,Proofreading,Illustrations,External,Negative,Medium,Accepted,2,POE2404202
THR,2023-05-12,Delta Inc.,Manuscript,Body Text,Internal,Negative,Medium,Accepted,4,THR2305124
THR,2024-07-31,AlBe Publishing,Binding,Front Cover,Internal,Negative,Medium,Rejected,2,THR2407312
BIO,2023-07-16,Delta Inc.,Binding,Reference Section,Internal,Negative,High,,3,BIO2307163
THR,2020-01-01,Thomson Press,Proofreading,Index,External,Negative,High,Revised,2,THR2304092
SCI,2024-01-18,Beta books,Printing,Back Cover,External,Negative,Low,Pending,1,SCI2401181
POE,2024-10-09,Thomson Press,Printing,Reference Section,Internal,Negative,Low,Pending,4,POE2410094
POE,2023-03-26,Gamma Publishing,Binding,Illustrations,External,Negative,Low,Pending,6,POE2303266
BIO,2023-07-31,Beta books,Printing,Illustrations,External,Negative,High,Pending,3,BIO2307313
COM,2023-09-16,alpha press,Manuscript,Index,Internal,Negative,Low,,1,COM2309161
ROM,2023-04-21,Thomson Press,Proofreading,Index,Internal,Negative,Medium,Accepted,1,ROM2304211
SCI,2024-03-21,Thomson Press,Printing,Index,Internal,Negative,Medium,Accepted,1,SCI2403211
SCI,2024-01-06,Beta books,Proofreading,Reference Section,Internal,Negative,Medium,Pending,3,SCI2401063
FIC,2024-08-17,Epsilon Ltd.,Proofreading,Reference Section,External,Positive,Medium,Pending,1,FIC2408171
BIO,2024-12-10,Beta Books,Proofreading,Index,Internal,Negative,High,Rejected,2,BIO2412102
COM,2024-03-31,Alpha Press,Printing,Index,Internal,Negative,Low,Rejected,3,COM2403313
HIS,2023-11-07,Gamma Publishing,Proofreading,Front Cover,Internal,Negative,High,Pending,2,HIS2311072
THR,2023-12-20,AlBe Publishing,Proofreading,Body Text,Internal,Negative,Medium,,4,THR2312204
SCI,2023-04-24,Delta Inc.,Proofreading,Reference Section,External,Negative,Medium,Pending,1,SCI2304241
SCI,2024-01-11,Gamma Publishing,Proofreading,Back Cover,Internal,Negative,Low,Revised,5,SCI2401115
THR,2023-02-07,Alpha Press,Binding,Index,External,Negative,High,Revised,4,THR2302074
ROM,2023-04-26,Thomson Press,Proofreading,Index,External,Negative,High,Addressed,2,ROM2304262
COM,2024-06-03,Delta Inc.,Typesetting,Illustrations,Internal,Negative,High,Addressed,4,COM2406034
HIS,2024-07-01,Gamma Publishing,Binding,Back Cover,External,Negative,High,Addressed,1,HIS2407011
FIC,2024-12-03,Thomson Press,Proofreading,Index,Internal,Negative,Medium,Pending,3,FIC2412033
BIO,2023-05-08,alpha press,Binding,Index,Internal,Negative,High,Revised,2,BIO2305082
HIS,2024-09-06,Alpha Press,Proofreading,Illustrations,Internal,Negative,Medium,Revised,3,HIS2409063
THR,2023-06-08,Epsilon Ltd.,Typesetting,Index,External,Negative,Low,Pending,5,THR2306085
POE,2023-07-20,Epsilon Ltd.,Proofreading,Reference Section,Internal,Negative,High,Accepted,4,POE2307204
COM,2024-01-28,alpha press,Binding,Body Text,External,Negative,Medium,Addressed,5,COM2401285
THR,2024-02-14,Thomson Press,Printing,Body Text,Internal,Negative,High,Revised,4,THR2402144
POE,2023-11-22,Delta Inc.,Binding,Front Cover,External,Negative,Low,Accepted,2,POE2311222
POE,2024-11-28,Thomson Press,Manuscript,Index,Internal,Negative,Medium,Revised,1,POE2411281
THR,2023-07-13,Beta books,Manuscript,Body Text,External,Negative,Low,Rejected,4,THR2307134
THR,2023-12-16,alpha press,Proofreading,Illustrations,Internal,Negative,Low,Rejected,4,THR2312164
BIO,2023-04-25,Alpha Press,Manuscript,Index,External,Negative,Medium,Addressed,2,BIO2304252
HIS,2024-08-18,Epsilon Ltd.,Typesetting,Back Cover,Internal,Negative,Low,Addressed,1,HIS2408181
SCI,2023-10-20,Delta Inc.,Proofreading,Reference Section,External,Negative,Medium,Pending,3,SCI2310203
POE,2023-01-02,Epsilon Ltd.,Manuscript,Body Text,Internal,Negative,Medium,Rejected,5,POE2301025
BIO,2024-09-14,Alpha Press,Binding,Index,External,Negative,Medium,Accepted,2,BIO2409142
THR,2024-01-16,alpha press,Manuscript,Back Cover,Internal,Negative,Low,Pending,2,THR2401162
ROM,2024-03-25,AlBe Publishing,Printing,front cover,External,Negative,Low,Addressed,1,ROM2403251
HIS,2024-05-25,Thomson Press,Typesetting,Front Cover,External,Negative,High,Revised,2,HIS2405252
THR,2023-03-02,Thomson Press,Printing,Back Cover,Internal,Negative,High,Accepted,4,THR2303024
POE,2023-11-22,Delta Inc.,Binding,Front Cover,External,Negative,Low,Accepted,2,POE2311222
POE,2023-01-07,Gamma Publishing,Manuscript,Back Cover,External,Negative,High,Addressed,2,POE2301072
BIO,2024-07-16,AlBe Publishing,Proofreading,Index,Internal,Negative,Medium,Pending,1,BIO2407161
COM,2023-12-16,Thomson Press,Printing,Body Text,Internal,Positive,Low,Addressed,1,COM2312161
FIC,2024-10-17,Epsilon Ltd.,Typesetting,Body Text,Internal,Negative,Medium,Revised,1,FIC2410171
ROM,2023-05-09,AlBe Publishing,Binding,Illustrations,External,Negative,High,Addressed,1,ROM2305091
POE,2023-04-03,Alpha Press,Printing,Body Text,Internal,Negative,Medium,Rejected,1,POE2304031
